id,callproviderID,phonenumberID,customernumber,type,started,ended,milliseconds,cost fields,ended reason,transcript
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:55pm,5/15/2025 3:55pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:56pm,5/15/2025 3:56pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 3:57pm,5/15/2025 3:57pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:02pm,5/15/2025 4:02pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:04pm,5/15/2025 4:04pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:05pm,5/15/2025 4:05pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:11pm,5/15/2025 4:11pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 4:12pm,5/15/2025 4:12pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 8:36pm,5/15/2025 8:36pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 8:57pm,5/15/2025 8:57pm,0.0,$0.00,,
"
",,,,outbound,5/15/2025 9:19pm,5/15/2025 9:19pm,0.0,$0.00,,